연번,등급 인정처,호텔업 구분,결정 등급,등급 결정일,지역,호텔명,객실수,주소,전화번호,홈페이지
313,한국관광협회중앙회,관광호텔업,5성,2025-05-02,대구,호텔인터불고 대구,325,대구광역시 수성구 팔현길 212,053-602-7107,http://www.hotel-interburgo-daegu.com/
314,한국관광협회중앙회,관광호텔업,2성,2025-04-30,서울,호텔더디자이너스프리미어성수&건대,100,서울특별시 광진구 동일로 172,02-463-5678,http://designers-1lleven.com/
315,한국관광협회중앙회,관광호텔업,2성,2025-04-30,전남,파인힐스 관광호텔,36,전라남도 순천시 주암면 송광사길 99,061-750-9200,https://www.pinehills.co.kr/pinehills/
316,한국관광협회중앙회,관광호텔업,4성,2025-04-30,전남,해남126 오시아노 호텔,120,전라남도 해남군 화원면 시아로 576-33,061-534-3000,http://www.haenam126.com
317,한국관광협회중앙회,관광호텔업,3성,2025-04-29,서울,호텔 더 디자이너스 리즈 강남 프리미어,171,서울특별시 강남구 봉은사로 113,02-567-4000,http://www.designersgangnam.com/view/viewLink.dopage=homepage/KOR/index/index
318,한국관광협회중앙회,관광호텔업,3성,2025-04-29,서울,호텔 크레센도 서울,107,서울특별시 강남구 봉은사로 428,02-6230-8800,https://www.hotelcrescendo.co.kr/
319,한국관광협회중앙회,관광호텔업,1성,2025-04-28,충북,제천관광호텔,45,충청북도 제천시 의병대로13길 10,043-651-8000,없음
320,한국관광협회중앙회,관광호텔업,4성,2025-04-25,경북,스탠포드호텔안동 주식회사,150,경상북도 안동시 풍천면 도청대로 400,054-288-5300,https://www.stanford-hotel.com/andong
321,한국관광협회중앙회,가족호텔업,2성,2025-04-25,경남,거제 돔 관광호텔,55,경상남도 거제시 일운면 거제대로 2372,055-682-2522,http://domehotel@daum.net
322,한국관광협회중앙회,관광호텔업,3성,2025-04-22,부산,부산비즈니스호텔,233,부산광역시 부산진구 부전로 67,051-808-2000,http://www.busanbusinesshotel.com
323,한국관광협회중앙회,관광호텔업,4성,2025-04-18,서울,머큐어 서울 마곡,400,서울특별시 강서구 마곡중앙로 143,02-2261-6000,https://www.homehmc.com/ko/mercure-seoul-magok/
324,한국관광협회중앙회,가족호텔업,4성,2025-04-18,전북,소노벨 변산,504,전북특별자치도 부안군 변산면 변산해변로 51,063-580-8722,https://www.sonohotelsresorts.com/belle_bs
325,한국관광협회중앙회,관광호텔업,3성,2025-04-11,광주,씨에스호텔,94,광주광역시 서구 상무평화로 128,061-363-3300,http://cshotel.kr
326,한국관광협회중앙회,관광호텔업,3성,2025-04-07,강원,브리드 바이 마티에,31,강원특별자치도 양양군 현남면 인구항길 17,033-942-5500,브리드 바이 마티에
327,한국관광협회중앙회,관광호텔업,2성,2025-04-04,부산,루이스해밀턴호텔,50,부산광역시 강서구 범방3로29번길 6,051-660-6900,http://www.bestlouishamilton.kr
328,한국관광협회중앙회,관광호텔업,2성,2025-04-04,부산,에이치에비뉴호텔 송정점,47,부산광역시 해운대구 송정해변로 36-3,051-704-3003,없음
329,한국관광협회중앙회,관광호텔업,2성,2025-04-02,서울,메이븐호텔,31,서울특별시 서대문구 연세로2가길 4,070-4111-0811,없음
330,한국관광협회중앙회,관광호텔업,3성,2025-04-02,경북,코모도호텔포항송도,50,경상북도 포항시 남구 송도로 71,054-241-1400,http://www.commodorepohang.co.kr
331,한국관광협회중앙회,관광호텔업,2성,2025-03-31,경북,베니키아호텔포항,80,경상북도 포항시 남구 중앙로 128,054-282-2700,http://www.pohanghotel.com
332,한국관광협회중앙회,관광호텔업,3성,2025-03-31,강원,서울시니어스타워(주)오색그린야드호텔,155,강원특별자치도 양양군 서면 대청봉길 34,033-670-1000,http://www.greenyardhotel.com
333,한국관광협회중앙회,관광호텔업,3성,2025-03-31,전북,주식회사오헤브데이호텔,77,전라북도 남원시 운봉읍 바래봉길 193,063-636-8000,http://ohevday.com/index.html
334,한국관광협회중앙회,관광호텔업,2성,2025-03-29,경기,라센느호텔,52,경기도 평택시 도일유통길 13-27,031-8029-5458,https://blog.naver.com/lascenehotel
335,한국관광협회중앙회,관광호텔업,5성,2025-03-28,대구,대구 메리어트 호텔,190,대구광역시 동구 동부로26길 6,053-327-7000,없음
336,한국관광협회중앙회,소형호텔업,1성,2025-03-27,서울,메리제인 호텔,29,서울특별시 송파구 송파대로20길 6,02-408-9230,없음
337,한국관광협회중앙회,관광호텔업,2성,2025-03-26,전남,hs관광호텔,57,전라남도 여수시 오동도로 74,061-662-9996,http://www.hs-hotel.co.kr/page.phpp=room05
338,한국관광협회중앙회,가족호텔업,3성,2025-03-26,경남,산청한방가족호텔(주),108,경상남도 산청군 금서면 동의보감로479번길 43,055-972-7000,http://www..thesancheong.com
339,한국관광협회중앙회,가족호텔업,5성,2025-03-26,서울,호텔 오크우드 프리미어,281,서울특별시 강남구 테헤란로87길 46,02-3466-7000,https://www.homehmc.com/
340,한국관광협회중앙회,가족호텔업,5성,2025-03-26,경남,롯데호텔앤리조트 김해,250,경상남도 김해시 장유로 505,055-725-1000,https://www.lotteresort.com/gimhae/ko/about
341,한국관광협회중앙회,관광호텔업,4성,2025-03-25,경기,나인트리 바이 파르나스 서울 판교,315,경기도 성남시 수정구 창업로 18,031-5178-5099,https://www.ninetreehotels.com/nth5/
342,한국관광협회중앙회,관광호텔업,4성,2025-03-24,경기,AC호텔 바이 메리어트 서울금정,191,경기도 군포시 군포로 697,031-460-0900,https://www.marriott.com/selga
343,한국관광협회중앙회,관광호텔업,2성,2025-03-21,서울,코너호텔,39,서울특별시 송파구 송파대로 385,02-417-9351,없음
344,한국관광협회중앙회,관광호텔업,1성,2025-03-18,전북,탑클라우드호텔익산,71,전북특별자치도 익산시 인북로 10,063-853-7171,없음
345,한국관광협회중앙회,관광호텔업,3성,2025-03-17,대구,더 아르코 호텔,49,대구광역시 수성구 알파시티1로40길 6,053-791-9000,https://www.instagram.com/thearcohotel/
346,한국관광협회중앙회,관광호텔업,3성,2025-03-17,전남,(주)여수관광레저(호텔더시티),55,전라남도 여수시 좌수영로 641,061-808-8000,http://www.hotelthecity.com
347,한국관광협회중앙회,관광호텔업,2성,2025-03-14,서울,신트라호텔,54,서울특별시 관악구 신림로66길 16,02-877-1925,http://www.sintrahotel.co.kr
348,한국관광협회중앙회,관광호텔업,2성,2025-03-12,강원,미르관광호텔,45,강원특별자치도 속초시 엑스포로 3,033-636-5000,추후 예정
349,한국관광협회중앙회,관광호텔업,3성,2025-03-12,서울,팔팔호텔,100,서울특별시 금천구 시흥대로123길 66,02-868-8881,https://www.88hotel.co.kr/
350,한국관광협회중앙회,관광호텔업,3성,2025-03-12,부산,페어필드 바이 메리어트 부산 송도비치호텔,179,부산광역시 서구 송도해변로 113,051-260-0000,https://www.marriott.com/en-us/hotels/pusfb-fairfield-busan-songdo-beach/overview/
351,한국관광협회중앙회,가족호텔업,2성,2025-03-12,충남,베이브리즈,32,충청남도 태안군 소원면 만리포2길 235-9,041-675-9551,없음
352,한국관광협회중앙회,관광호텔업,2성,2025-03-10,부산,골드스톤호텔,36,부산광역시 동구 중앙대로179번길 9,051-467-7001,없음
353,한국관광협회중앙회,관광호텔업,3성,2025-03-10,서울,오로시에 관광호텔,45,서울특별시 송파구 오금로11길 21-19,02-2202-5002,http://www.orosie.kr
354,한국관광협회중앙회,관광호텔업,1성,2025-02-28,부산,투헤븐호텔 ,31,부산광역시 수영구 남천바다로33번길 25,051-757-7661,없음
355,한국관광협회중앙회,관광호텔업,1성,2025-02-28,대전,타임터미널 호텔,42,대전광역시 동구 동서대로1683번길 76-7,042-042-6711,없음
356,한국관광협회중앙회,관광호텔업,2성,2025-02-28,경기,호텔씨엘,54,경기도 하남시 대청로22번길 9-9,031-341-1000,없음
357,한국관광협회중앙회,관광호텔업,3성,2025-02-28,부산,메르드로브,33,부산광역시 해운대구 송정광어골로 80,051-759-6093,http://www.merdelaube.com
358,한국관광협회중앙회,관광호텔업,1성,2025-02-27,서울,시안호텔,49,서울특별시 은평구 진흥로 169,02-356-7615,https://place-site.yanolja.com/places/3011862checkinDate=2024-06-25&checkoutDate=2024-06-26&capacityAdult=2&capacityChild=0
359,한국관광협회중앙회,관광호텔업,3성,2025-02-26,부산,호메르스호텔(주),152,부산광역시 수영구 광안해변로 217,051-750-8000,http://www.homershotel.com
360,한국관광협회중앙회,관광호텔업,3성,2025-02-25,인천,제이앤파크호텔,80,인천광역시 중구 용유서로 262-15,032-752-9892,http://www.jnparkhotel.co.kr/
361,한국관광협회중앙회,가족호텔업,4성,2025-02-25,강원,소노캄 호텔 델피노,84,강원특별자치도 고성군 토성면 미시령옛길 1153,033-639-8442,https://www.sonohotelsresorts.com/complex_dp
362,한국관광협회중앙회,관광호텔업,2성,2025-02-24,전남,베니키아호텔여수,50,전라남도 여수시 시청서6길 19,061-662-0001,http://admin@benikeahotel.co.kr
363,한국관광협회중앙회,관광호텔업,4성,2025-02-24,서울,(주)호텔롯데 L7강남,333,서울특별시 강남구 테헤란로 415,02-2011-1000,https://www.lottehotel.com/gangnam-l7/ko.html
364,한국관광협회중앙회,관광호텔업,4성,2025-02-24,전남,호텔JCS여수,151,전라남도 여수시 돌산읍 돌산로 3169-14,061-643-5000,http://www.hoteljcs.com
365,한국관광협회중앙회,관광호텔업,2성,2025-02-20,부산,선트리호텔,33,부산광역시 해운대구 달맞이길 209,051-742-0021,http://www.suntree.co.kr
366,한국관광협회중앙회,관광호텔업,3성,2025-02-20,부산,더쿨리스트호텔,53,부산광역시 해운대구 송정광어골로 11,051-703-3121,없음
367,한국관광협회중앙회,관광호텔업,3성,2025-02-20,전북,이비스 스타일 앰배서더 호텔,81,전북특별자치도 전주시 완산구 전주객사4길 74-50,063-249-5000,https://all.accor.com/ssr/app/accor/rates/C2G2/index.ko.shtmlcompositions=1&dateIn=2024-11-09&nights=1&hideHotelDetails=false&hideWDR=false&destination=jeonju-si-jeonbuk-state-south-korea
368,한국관광협회중앙회,관광호텔업,2성,2025-02-17,경남,아모르 관광호텔,52,경상남도 창원시 진해구 명제로472번길 17,055-604-4242,"https://map.naver.com/p/search/%EC%95%84%EB%AA%A8%EB%A5%B4%ED%98%B8%ED%85%94/place/328341734placePath=entry=pll&from=nx&fromNxList=true&searchType=place&c=15.00,0,0,0,dh"
369,한국관광협회중앙회,관광호텔업,4성,2025-02-17,서울,(주)서울가든,372,서울특별시 마포구 마포대로 58,02-710-7111,https://www.seoulgarden.co.kr
370,한국관광협회중앙회,관광호텔업,2성,2025-02-11,전남,더원 호텔,40,전라남도 여수시 국포1로 6,061-651-3000,http://hoteltheone.kr/
371,한국관광협회중앙회,관광호텔업,3성,2025-02-11,경기,호텔에스알 스위츠,66,경기도 성남시 분당구 황새울로319번길 9,031-702-6565,http://www.srsuites.com
372,한국관광협회중앙회,관광호텔업,2성,2025-02-10,부산,TRT HOTEL,49,부산광역시 부산진구 부전로 33-1,051-819-8231,http://trthotel.com/
373,한국관광협회중앙회,관광호텔업,3성,2025-02-10,경기,홈즈스테이 수원,242,경기도 수원시 팔달구 인계로 116,031-233-0338,https://homes-stay.com/
374,한국관광협회중앙회,소형호텔업,1성,2025-02-07,부산,브라운도트 호텔,29,부산광역시 수영구 남천바다로33번길 31,051-753-3288,http://m.booking.naver.com/booking/3/bizes/863918area=pll
375,한국관광협회중앙회,관광호텔업,2성,2025-02-06,경남,호텔 라움,35,경상남도 창원시 진해구 가주로 42,055-543-6900,https://booking.naver.com/booking/3/bizes/1027987
376,한국관광협회중앙회,관광호텔업,3성,2025-02-06,서울,(주)서울렉스호텔,108,서울특별시 중구 퇴계로10길 23,02-752-3191,http://www.hotelrex.co.kr
377,한국관광협회중앙회,관광호텔업,2성,2025-02-05,대구,리버틴호텔,53,대구광역시 중구 경상감영길 193,053-269-4000,http://www.rivertain.com
378,한국관광협회중앙회,관광호텔업,3성,2025-02-05,서울,홀리데이 인 익스프레스 서울 홍대,294,서울특별시 마포구 양화로 188,02-768-3000,http://www.hiex-seoulhongdae.com/
379,한국관광협회중앙회,관광호텔업,2성,2025-02-04,서울,서울 호텔 신신,75,서울특별시 중구 남대문로5길 17-5,02-1877-2538,http://www.seoulhotelshinshin.co.kr/homepage/KOR/index/index
380,한국관광협회중앙회,관광호텔업,2성,2025-01-31,경기,호텔갤러리,45,경기도 포천시 소흘읍 죽엽산로 432-17,031-544-8008,http://hgallery.kr/25
381,한국관광협회중앙회,관광호텔업,2성,2025-01-24,인천,씨월드관광호텔,36,인천광역시 중구 용유서로479번길 50-7,032-752-2000,http://www.hotelseaworld.co.kr
382,한국관광협회중앙회,가족호텔업,1성,2025-01-24,경남,씨앤스카이호텔,44,경상남도 거제시 일운면 와현1길 23-7,055-681-8923,http://www.씨앤스카이.com
383,한국관광협회중앙회,가족호텔업,2성,2025-01-24,경남,거제뷰 골프텔,40,경상남도 거제시 거제면 두동로 259-80,055-639-2222,https://www.geojeview.co.kr/
384,한국관광협회중앙회,가족호텔업,5성,2025-01-23,서울,(주)서부티엔디 노보텔 스위트 앰배서더 서울 용산,264,서울특별시 용산구 청파로20길 95,02-2223-7000,http://www.seouldragoncity.com
385,한국관광협회중앙회,관광호텔업,2성,2025-01-21,경남,노마드호텔,46,경상남도 김해시 인제로91번길 5,055-326-7700,http://www.nomadhotel.co.kr
386,한국관광협회중앙회,소형호텔업,1성,2025-01-13,경남,거제 선셋한옥&오션리조트,20,경상남도 거제시 하청면 연하해안로 1076-1,055-637-0055,http://sunset-ps.com/
387,한국관광협회중앙회,관광호텔업,2성,2025-01-08,서울,쟈딘호텔,36,서울특별시 영등포구 영신로34길 33,02-2069-0468,https://ebooking.ctrip.com/
388,한국관광협회중앙회,관광호텔업,2성,2025-01-08,인천,더글램호텔,71,인천광역시 남동구 선수촌공원로23번길 19,032-467-3422,없음
389,한국관광협회중앙회,관광호텔업,4성,2025-01-07,서울,코트야드 메리어트 서울 보타닉파크,261,서울특별시 강서구 마곡중앙12로 10,02-6946-7000,https://www.marriott.com/ko/hotels/selcs-courtyard-seoul-botanic-park/overview/
390,한국관광협회중앙회,관광호텔업,4성,2025-01-06,경남,그랜드 머큐어 앰배서더 창원,321,경상남도 창원시 성산구 원이대로 332,055-600-0700,http://grandmercurechangwon.com/
391,한국관광협회중앙회,관광호텔업,2성,2025-01-03,경남,웰니스호텔 인산가,43,경상남도 함양군 함양읍 삼봉로 292-90,055-963-9585,http://www.wellnesshotel.co.kr
392,한국관광협회중앙회,관광호텔업,3성,2025-01-03,경기,호텔 더 메이,125,경기도 남양주시 별내2로 70,031-551-8700,http://www.hotelthemay.com
393,한국관광협회중앙회,관광호텔업,3성,2025-01-02,경기,어반부띠크호텔,80,경기도 안양시 동안구 흥안대로 497,031-421-0000,http://www.urbanhotel.co.kr
394,한국관광협회중앙회,관광호텔업,3성,2025-01-02,경북,호텔덕구온천,95,경상북도 울진군 북면 덕구온천로 924,054-782-0677,없음
395,한국관광협회중앙회,소형호텔업,3성,2025-01-02,인천,(주)선재해림풀빌라,20,인천광역시 옹진군 영흥면 선재로226번길 107-34,032-880-1688,http://www.sj-haelim.com
396,한국관광협회중앙회,관광호텔업,4성,2024-12-28,서울,스탠포드호텔코리아(주) 스탠포드호텔서울,239,서울특별시 마포구 월드컵북로58길 15,02-6016-0001,http://www.stanfordseoul.com/
397,한국관광협회중앙회,관광호텔업,2성,2024-12-27,충북,리버호텔,65,충청북도 충주시 애향로 35,043-851-2235,없음
398,한국관광협회중앙회,관광호텔업,3성,2024-12-27,부산,대명화성주식회사 호텔아쿠아펠리스지점,110,부산광역시 수영구 광안해변로 225,051-790-2300,http://www.aquapalace.co.kr/
399,한국관광협회중앙회,관광호텔업,4성,2024-12-27,서울,(주)조선호텔앤리조트 레스케이프,204,서울특별시 중구 퇴계로 67,02-317-4000,https://www.lescapehotel.com/
400,한국관광협회중앙회,가족호텔업,4성,2024-12-27,서울,디에스디엘(주) 프레이저 플레이스 센트럴 서울,269,서울특별시 중구 통일로 78,02-2098-0510,https://fpcs.co.kr/
401,한국관광협회중앙회,관광호텔업,1성,2024-12-24,서울,호텔 감,37,서울특별시 강동구 천호대로159길 22-36,02-474-7775,없음
402,한국관광협회중앙회,관광호텔업,1성,2024-12-24,인천,옐로마린호텔,30,인천광역시 중구 월미로234번길 10,032-765-7142,https://bymarinehotel.com
403,한국관광협회중앙회,관광호텔업,1성,2024-12-24,울산,오션힐호텔,33,울산광역시 동구 해수욕장7길 15,052-251-5789,없음
404,한국관광협회중앙회,관광호텔업,3성,2024-12-23,부산,티티호텔 구포,163,부산광역시 북구 낙동대로 1684,051-343-5518,http://www.hoteltt.co.kr
405,한국관광협회중앙회,관광호텔업,4성,2024-12-22,경북,더케이호텔경주,278,경상북도 경주시 엑스포로 45,054-745-8100,없음
406,한국관광협회중앙회,관광호텔업,2성,2024-12-20,인천,호텔시애틀 인천공항점,43,인천광역시 중구 신도시남로150번길 8,032-752-1170,https://hotelseattle.modoo.at/
407,한국관광협회중앙회,관광호텔업,4성,2024-12-20,서울,보코 언 아이에이치지 호텔,576,서울특별시 중구 퇴계로 52,02-6923-6700,https://www.ihg.com/voco/hotels/kr/ko/seoul/selvo/hoteldetail
408,한국관광협회중앙회,관광호텔업,5성,2024-12-20,서울,앰배서더서울풀만호텔,0,서울특별시 중구 동호로 287,02-2270-3107,https://www.ambatel.com/theambassador/seoul/ko/main.do
409,한국관광협회중앙회,관광호텔업,4성,2024-12-18,서울,신라스테이 서초,305,서울특별시 서초구 효령로 427,02-2219-9000,https://www.shillastay.com/seocho/index.do
410,한국관광협회중앙회,관광호텔업,2성,2024-12-17,서울,호텔 DM,90,서울특별시 종로구 난계로29길 73,02-2236-3144,http://www.hotel-dm.com
411,한국관광협회중앙회,관광호텔업,3성,2024-12-17,서울,(주)호텔롯데 롯데시티호텔 김포공항,197,서울특별시 강서구 하늘길 38,02-6116-1000,https://www.lottehotel.com/gimpo-city/ko.html
412,한국관광협회중앙회,가족호텔업,5성,2024-12-17,서울,(주)서부티엔디 그랜드 머큐어 앰배서더 서울 용산,201,서울특별시 용산구 청파로20길 95,02-2223-7000,http://www.sdc-club.com
413,한국관광협회중앙회,관광호텔업,2성,2024-12-16,서울,호텔더디자이너스건대,75,서울특별시 광진구 천호대로 521,02-466-7851,http://hotelthedesignerskd.modoo.at
414,한국관광협회중앙회,관광호텔업,3성,2024-12-16,서울,호텔파크하비오 ,472,서울특별시 송파구 송파대로 111,02-6925-2900,http://www.hotelparkhabio.co.kr/
415,한국관광협회중앙회,관광호텔업,5성,2024-12-16,부산,(주)부산롯데호텔,650,부산광역시 부산진구 가야대로 772,051-810-5603,http://www.lottehotel.com/busan-hotel/ko.html
416,한국관광협회중앙회,관광호텔업,5성,2024-12-16,경북,라한호텔 경주,430,경상북도 경주시 보문로 338,054-779-7602,http://www.lahanhotels.com
417,한국관광협회중앙회,관광호텔업,1성,2024-12-10,경북,케이호텔,31,경상북도 경주시 천북면 천강로 295-68,054-748-6000,없음
418,한국관광협회중앙회,관광호텔업,5성,2024-12-10,부산,아난티 앳 부산 코브,310,부산광역시 기장군 기장읍 기장해안로 268-32,051-509-1111,http://ananti.kr
419,한국관광협회중앙회,관광호텔업,5성,2024-12-10,인천,네스트 호텔,370,인천광역시 중구 영종해안남로 19-5,032-743-9000,https://www.nesthotel.co.kr
420,한국관광협회중앙회,관광호텔업,2성,2024-12-09,부산,H-Avenue 광안리점,30,부산광역시 수영구 민락수변로 29,051-753-1340,https://havenuehotel.com/
421,한국관광협회중앙회,관광호텔업,5성,2024-12-08,서울,(주)조선호텔앤리조트 조선팰리스강남,254,서울특별시 강남구 테헤란로 231,02-727-7200,https://josunhotel.com/hotel/JosunPalace.do
422,한국관광협회중앙회,관광호텔업,2성,2024-12-05,강원,속초관광호텔 베리트,40,강원특별자치도 속초시 교동로1길 10,033-633-5000,https://hotelberith.modoo.at/
423,한국관광협회중앙회,관광호텔업,4성,2024-12-05,광주,홀리데이 인 광주 호텔,203,광주광역시 서구 상무누리로 55,062-610-7000,http://higwangju.com
424,한국관광협회중앙회,관광호텔업,4성,2024-12-04,경기,블룸비스타호텔앤컨퍼런스 주식회사,290,경기도 양평군 강하면 강남로 316,031-770-8888,https://www.bloomvista.co.kr/
425,한국관광협회중앙회,관광호텔업,2성,2024-12-03,울산,호텔 여우비,105,울산광역시 남구 산업로647번길 14,052-267-7777,http://www.yeoubihotel.com/kor/index.do
426,한국관광협회중앙회,관광호텔업,1성,2024-11-28,서울,써클호텔,40,서울특별시 마포구 양화로 15,02-338-0018,http://www.circlehotel.kr
427,한국관광협회중앙회,관광호텔업,1성,2024-11-28,인천,하운드호텔 서구청점,47,인천광역시 서구 서곶로301번길 28,032-564-3833,
428,한국관광협회중앙회,관광호텔업,2성,2024-11-28,서울,호텔 브릿지,83,서울특별시 영등포구 영등포로 9,02-2629-1300,http://hotelbridge.co.kr
429,한국관광협회중앙회,관광호텔업,2성,2024-11-28,경남,통영엔쵸비관광호텔,43,경상남도 통영시 동호로 56,055-642-6000,http://www.anchovyhotel.com
430,한국관광협회중앙회,관광호텔업,5성,2024-11-27,서울,(주)호텔신라,464,서울특별시 중구 동호로 249,02-2233-3131,https://www.shilla.net/seoul/index.do
431,한국관광협회중앙회,관광호텔업,3성,2024-11-26,서울,호텔 페이토 삼성,163,서울특별시 강남구 테헤란로87길 9,02-6936-9700,http://www.peytohotel.com
432,한국관광협회중앙회,관광호텔업,4성,2024-11-26,대구,(주)대구그랜드호텔,150,대구광역시 수성구 동대구로 305,053-742-0001,http://www.daegugrand.co.kr/
433,한국관광협회중앙회,관광호텔업,1성,2024-11-25,부산,런더너호텔 광안점,45,부산광역시 수영구 민락본동로 12-4,051-755-0055,http://www.hotellondoner.com
434,한국관광협회중앙회,가족호텔업,3성,2024-11-22,경남,호텔스테이온,63,경상남도 거제시 장평1로9길 21-4,055-922-1700,없음
435,한국관광협회중앙회,관광호텔업,3성,2024-11-21,서울,더 그랜드호텔 명동,50,서울특별시 중구 명동8가길 38,02-777-7900,http://www.thegrandhotel.co.kr
436,한국관광협회중앙회,관광호텔업,3성,2024-11-21,부산,소노문 해운대,235,부산광역시 해운대구 해운대해변로237번길 12,051-772-7001,https://www.sonohotelsresorts.com/moon_hd
437,한국관광협회중앙회,관광호텔업,3성,2024-11-19,전북,호텔은파팰리스,65,전북특별자치도 군산시 은파순환길 20,063-467-7000,https://h-eunpapalace.com/
438,한국관광협회중앙회,관광호텔업,2성,2024-11-18,부산,하운드호텔 기장일광점,53,부산광역시 기장군 일광읍 해송3로 2,051-723-3322,https://houndig.modoo.at/
439,한국관광협회중앙회,관광호텔업,4성,2024-11-18,부산,(주)호텔롯데 L7해운대,383,부산광역시 해운대구 해운대로570번길 55,055-771-1000,https://www.lottehotel.com/haeundae-l7/ko.html
440,한국관광협회중앙회,관광호텔업,2성,2024-11-14,서울,티제이관광호텔,45,서울특별시 강서구 남부순환로 196,02-6738-2351,없음
441,한국관광협회중앙회,관광호텔업,2성,2024-11-14,경기,로얄관광호텔,45,경기도 평택시 팽성읍 안정로21번길 31,031-691-9290,없음
442,한국관광협회중앙회,관광호텔업,2성,2024-11-12,대구,노블스테이,51,대구광역시 중구 국채보상로123길 23,053-421-5007,http://www.hotelnoblestay.com/
443,한국관광협회중앙회,관광호텔업,2성,2024-11-11,경기,심포니 관광호텔,64,경기도 수원시 영통구 반달로128번길 13,031-206-2106,http://www.amourhotel.com
444,한국관광협회중앙회,관광호텔업,2성,2024-11-11,경기,아모르관광호텔,64,경기도 수원시 영통구 반달로128번길 9,031-206-0943,http://www.amourhotel.com
445,한국관광협회중앙회,관광호텔업,2성,2024-11-11,경기,골든힐 관광호텔,80,경기도 파주시 탄현면 성동로 36-30,031-942-0222,http://www.goldenhillhotel.co.kr/index.php
446,한국관광협회중앙회,관광호텔업,2성,2024-11-08,서울,호텔 드어반,46,서울특별시 강서구 곰달래로24길 35,02-2602-6393,없음
447,한국관광협회중앙회,관광호텔업,3성,2024-11-05,강원,더홍씨호텔 강릉,45,강원특별자치도 강릉시 교동광장로100번길 8,033-641-8011,http://thehongc.kr/
448,한국관광협회중앙회,소형호텔업,2성,2024-11-05,부산,오션투헤븐,26,부산광역시 수영구 광안해변로278번길 42,051-761-3001,없음
449,한국관광협회중앙회,관광호텔업,5성,2024-11-03,서울,몬드리안 서울 이태원 ,295,서울특별시 용산구 장문로 23,02-2076-2000,https://all.accor.com/hotel/B771/index.ko.shtml
450,한국관광협회중앙회,관광호텔업,2성,2024-10-29,강원,호텔이스트나인,52,강원특별자치도 강릉시 교동광장로100번길 8-6,033-642-3200,http://hoteleast9.com
451,한국관광협회중앙회,관광호텔업,4성,2024-10-28,울산,타니베이관광호텔 주식회사,147,울산광역시 동구 해수욕장5길 43,052-201-8000,https://tanibayhotel.co.kr/index.php
452,한국관광협회중앙회,관광호텔업,4성,2024-10-28,경기,라마다프라자호텔수원,287,경기도 수원시 팔달구 중부대로 150,031-230-0001,http://www.ramadaplazasuwon.com
453,한국관광협회중앙회,관광호텔업,2성,2024-10-24,경기,소설스미스 호텔,34,경기도 용인시 기흥구 민속촌로 57,031-693-8412,없음
454,한국관광협회중앙회,관광호텔업,1성,2024-10-23,서울,호텔부티크나인,86,서울특별시 광진구 천호대로 560,02-456-1261,http://kdboutique9.jalib.site/room.htmlmenu_no=5415&room_no=2183
455,한국관광협회중앙회,관광호텔업,2성,2024-10-23,충남,(주)호텔로씨오,52,충청남도 당진시 송악읍 한진포구길 30-38,041-355-3100,http://hotelrocio.kr
456,한국관광협회중앙회,소형호텔업,2성,2024-10-22,경기,씨하이호텔,29,경기도 시흥시 오이도로135번길 72,031-319-0078,http://www.hotelseahi.com
457,한국관광협회중앙회,소형호텔업,1성,2024-10-21,강원,더샵,28,강원도 속초시 장사항해안길 21,033-632-7688,https://thesharpps.com
458,한국관광협회중앙회,관광호텔업,2성,2024-10-17,서울,씨엘관광호텔,49,서울특별시 영등포구 영신로32길 8,02-2679-7708,없음
459,한국관광협회중앙회,관광호텔업,2성,2024-10-17,부산,(주)라메르관광호텔,49,부산광역시 동구 조방로34번길 9,051-634-3001,http://lamerhotel.co.kr/
460,한국관광협회중앙회,관광호텔업,2성,2024-10-17,경북,노블리온호텔,42,경상북도 포항시 남구 희망대로659번길 20,054-272-0009,없음
461,한국관광협회중앙회,관광호텔업,2성,2024-10-11,전남,유캐슬호텔,86,전라남도 여수시 소라면 안심산길 155,061-808-5000,http://www.ucastlehotel.co.kr/
462,한국관광협회중앙회,관광호텔업,3성,2024-10-11,충남,온양제일호텔,141,충청남도 아산시 온천대로 1462,041-547-2500,http://www.cheilhotel.co.kr
463,한국관광협회중앙회,가족호텔업,1성,2024-10-11,경기,호텔잇츠더블유,46,경기도 수원시 팔달구 고화로13번길 23,031-245-1989,없음
464,한국관광협회중앙회,관광호텔업,3성,2024-10-10,서울,베이튼호텔,160,서울특별시 중구 동호로 346,02-2269-2550,http://www.baitonhotel.co.kr/homepage/KOR/index/index
465,한국관광협회중앙회,관광호텔업,3성,2024-10-10,서울,호텔 엔트라,92,서울특별시 강남구 도산대로 508,02-500-1531,http://www.entrahotel.com
466,한국관광협회중앙회,관광호텔업,3성,2024-10-10,서울,호텔미드시티명동,140,서울특별시 중구 다동길 30,02-3788-5888,https://www.midcity.co.kr/view/index.do
467,한국관광협회중앙회,관광호텔업,2성,2024-10-08,서울,호텔 드씨엘,60,서울특별시 중랑구 동일로 866,02-975-9380,없음
468,한국관광협회중앙회,관광호텔업,2성,2024-10-08,전남,거문도섬호텔,30,전라남도 여수시 삼산면 거문도등대길 54,061-665-6700,https://www.geomundohotel.co.kr/index.html
469,한국관광협회중앙회,관광호텔업,2성,2024-10-08,경남,바이브호텔 마산 합성점,36,경상남도 창원시 마산회원구 합성옛길 160,055-713-1700,없음
